project;benchmark;params;javaPath;jarFile;arguments
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2;NEED_TO_ENLARGE=1&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2;NEED_TO_ENLARGE=2&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM3;NEED_TO_ENLARGE=0&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM3;NEED_TO_ENLARGE=1&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM3;NEED_TO_ENLARGE=2&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS;NEED_TO_ENLARGE=0&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS;NEED_TO_ENLARGE=1&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS;NEED_TO_ENLARGE=2&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS2;NEED_TO_ENLARGE=0&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS2;NEED_TO_ENLARGE=1&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS2;NEED_TO_ENLARGE=2&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS3;NEED_TO_ENLARGE=0&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS3;NEED_TO_ENLARGE=1&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS3;NEED_TO_ENLARGE=2&SIZE=65536;PATH/TO/java;PATH/TO/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
