benchmark,fork,classification,steady_state_starts,technique,last_warmup_it,last_measure_it,timewaste,interval
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.baseline#size=4,0,steady state,0,Cov,89,189,8.900003028541326,"(1.0097279427818608, 1.0247571715294737)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.baseline#size=4,1,steady state,36,Cov,109,209,7.300002292483041,"(1.014209395047236, 1.0277728780190687)"
h2oai__h2o-3#water.jdbc.SQLManagerBench.writeItem_double#rows=100&useRef=true,0,steady state,1640,Cov,149,249,-149.1104102197652,"(1.0355718192487013, 1.0864252732342896)"
h2oai__h2o-3#water.jdbc.SQLManagerBench.writeItem_double#rows=100&useRef=true,1,steady state,183,Cov,79,179,-10.40079861751278,"(1.1495905887976736, 1.2140378538916847)"
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray#,0,steady state,191,Cov,69,169,-12.200178389074175,"(1.0788267603976303, 1.4269593265301554)"
apache__camel#org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray#,1,steady state,321,Cov,69,169,-25.20037644614018,"(1.0405557363450761, 1.1956408603401791)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#,0,steady state,8,Cov,5,17,-3.2726056959999994,"(1.018296966811349, 1.069791417195303)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#,1,steady state,1462,Cov,4,14,-1498.5021358079991,"(1.0115708627423596, 1.079304180403657)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=10000&maxConcurrency=128&work=10,0,steady state,0,Cov,99,182,12.499648511999998,"(1.0056336777559152, 1.0144746015994917)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=10000&maxConcurrency=128&work=10,1,steady state,0,Cov,105,185,13.284245504000003,"(0.9865373980108804, 0.9928031533792769)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,0,no steady state,-1,Cov,59,159,6.188213134222222,"(0.7963606435856732, 0.8211739218200722)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,1,no steady state,-1,Cov,79,179,8.310833152000002,"(0.8110650482008245, 0.8312913611498921)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,0,steady state,38,Cov,76,106,13.303283712000004,"(1.0080935531453796, 1.057684690554893)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,1,steady state,5,Cov,12,42,2.560098304,"(1.0117852003750967, 1.0677096284705994)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=1000&valueType=Boolean,0,no steady state,-1,Cov,85,185,9.496194997527274,"(1.0543610905566398, 1.263666996021925)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=1000&valueType=Boolean,1,steady state,383,Cov,85,185,-31.45119841523809,"(1.0634585829073493, 1.2513772446409106)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=1000&valueType=Boolean,2,steady state,57,Cov,46,145,-1.274445823999999,"(1.207374595222101, 1.482673776391562)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=1000&valueType=Boolean,3,steady state,343,Cov,75,175,-28.454698974901007,"(1.0774331799252608, 1.2850897503047847)"
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpAddAllFast#exampleHeader=TWENTYTWO,0,steady state,0,Cov,139,239,13.900195752958489,"(1.007148951503378, 1.0428716137396468)"
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpAddAllFast#exampleHeader=TWENTYTWO,1,steady state,129,Cov,129,229,0.0,"(0.9777102014407175, 1.0024244623365668)"
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpAddAllFast#exampleHeader=TWENTYTWO,2,steady state,0,Cov,99,199,9.900123061327072,"(1.045168475425637, 1.0815923825680136)"
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpAddAllFast#exampleHeader=TWENTYTWO,3,no steady state,-1,Cov,119,219,12.000166384674765,"(0.9985314121911446, 1.0399288198578829)"
jdbi__jdbi#org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals#,0,no steady state,-1,Cov,159,259,16.00000424279119,"(1.0184180022650533, 1.0570003269057522)"
jdbi__jdbi#org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals#,1,no steady state,-1,Cov,129,229,13.000003996024954,"(0.97830127743923, 0.9964562081167327)"
jdbi__jdbi#org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals#,2,steady state,2377,Cov,179,279,-219.8000736481569,"(0.9281861685010222, 0.9747177114899238)"
jdbi__jdbi#org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals#,3,steady state,596,Cov,129,229,-46.70001249673295,"(1.0031785442105563, 1.0254623901214641)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool#,0,steady state,713,Cov,48,148,-67.49674319544249,"(1.041050222669149, 1.1192818606650108)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool#,1,steady state,11,Cov,48,148,3.7905241009230757,"(1.0176267907880356, 1.0838061074561045)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool#,2,steady state,149,Cov,48,148,-10.406118906373628,"(1.0737152900896298, 1.1979451520309934)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool#,3,steady state,637,Cov,48,148,-60.5483498753808,"(1.012655504686543, 1.135642801457944)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,0,steady state,0,Cov,4,14,38.369492992000005,"(0.989824127546636, 1.0223208648673525)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,1,steady state,0,Cov,4,14,38.839255040000005,"(1.0079746149598146, 1.028227711076125)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple#configFileName=perf5AsyncApndMpscQWithLoc-noOpAppender.xml,0,no steady state,-1,Cov,299,399,30.002864849491097,"(0.979220905450962, 1.0636337937869502)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple#configFileName=perf5AsyncApndMpscQWithLoc-noOpAppender.xml,1,steady state,96,Cov,269,369,17.301639604439437,"(0.9984707768811647, 1.089242452825076)"
prestodb__presto#com.facebook.presto.geospatial.serde.BenchmarkJtsGeometrySerde.serializeSimpleMultiLineString#,0,steady state,1798,Cov,499,599,-129.90032868615543,"(0.9820227458599236, 1.1298981459936468)"
prestodb__presto#com.facebook.presto.geospatial.serde.BenchmarkJtsGeometrySerde.serializeSimpleMultiLineString#,1,steady state,202,Cov,59,159,-14.30004525338725,"(1.0628825761056082, 1.356549713200195)"
prestodb__presto#com.facebook.presto.geospatial.serde.BenchmarkJtsGeometrySerde.serializeSimpleMultiLineString#,2,steady state,270,Cov,49,149,-22.100058557349357,"(1.0939811421231804, 1.2502588284036635)"
prestodb__presto#com.facebook.presto.geospatial.serde.BenchmarkJtsGeometrySerde.serializeSimpleMultiLineString#,3,steady state,83,Cov,59,159,-2.4000106463149624,"(1.0467922516452188, 1.195890704165113)"
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.baseline#,0,steady state,0,Cov,289,389,28.900004832162566,"(0.9952758764094092, 1.0057206406399213)"
protostuff__protostuff#io.protostuff.benchmarks.RuntimeSchemaBenchmark.baseline#,1,steady state,0,Cov,249,349,24.900004263203225,"(0.9919730457661609, 1.0141181994662423)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100,0,steady state,0,Cov,79,179,7.900016322913191,"(0.9678250096531309, 3.1334353758790545)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100,1,steady state,1352,Cov,99,199,-125.30018660572765,"(1.022018805621924, 1.2120742919113663)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100,2,steady state,48,Cov,169,269,12.100017506272868,"(0.9698873847700954, 1.0914998696303517)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100,3,steady state,276,Cov,149,249,-12.700020989139885,"(1.0205913443313954, 1.1809173676307205)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100,4,steady state,20,Cov,99,199,7.900011187211086,"(0.999109345533508, 1.1437650243681297)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,0,steady state,1,Cov,159,259,15.800005235500931,"(1.0209061446356846, 1.0445572026954186)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,1,steady state,50,Cov,219,319,16.90000534368217,"(0.9983749817676063, 1.010587575684663)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,0,steady state,0,Cov,7,17,8.032092160000001,"(1.0116306670895467, 1.0994105742942306)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,1,steady state,0,Cov,6,16,6.61651456,"(1.008759303750659, 1.068733562858568)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,0,steady state,0,Cov,69,169,7.102881792000001,"(1.013832193807613, 1.0788678898306627)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,1,steady state,2074,Cov,99,199,-201.36511840937897,"(1.0192369201286269, 1.0776977746554768)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,2,steady state,1721,Cov,139,239,-162.655337569871,"(0.9628338601856613, 1.001219181022589)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,3,steady state,923,Cov,79,179,-87.02922381820154,"(1.0949209526408687, 1.1597254860720427)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=50000&syncThreshold=10000,0,steady state,0,Cov,4,14,53.18377471999999,"(0.9886243790275453, 1.0011149904344336)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=50000&syncThreshold=10000,1,steady state,0,Cov,4,14,53.888417792,"(0.9901320500823291, 0.9988942315423619)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.75f&size=750000,0,steady state,1765,Cov,102,168,-260.38973235199916,"(1.0797039844464713, 1.1258974538895619)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.75f&size=750000,1,steady state,480,Cov,145,212,-56.67120742399999,"(1.1821703832212627, 1.2257001340705442)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,0,steady state,509,Cov,286,373,-28.156559360000074,"(1.0293340685925447, 1.0722590992967411)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,1,steady state,326,Cov,359,448,3.842768896000024,"(1.0063312160596163, 1.0303216913724744)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,2,steady state,135,Cov,361,450,27.43518276266668,"(0.9927508986410293, 1.0253359169110112)"
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_java_HashSet#size=10000,0,steady state,1488,Cov,49,149,-143.9004355076874,"(1.0674310683123729, 1.1965116023637123)"
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_java_HashSet#size=10000,1,steady state,95,Cov,49,149,-4.60001762928067,"(1.044329413908002, 1.145902389901946)"
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_java_HashSet#size=10000,2,steady state,564,Cov,319,419,-24.500078657984815,"(1.0438714617458154, 1.1254893931771113)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,0,steady state,2462,Cov,59,159,-241.18817590852498,"(1.0165969463046631, 1.057034040377442)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,1,steady state,148,Cov,79,179,-6.9286509737322906,"(1.1297263020409833, 1.1996008838077703)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,2,steady state,185,Cov,149,249,-3.606399723682541,"(1.0012377425505588, 1.0682355281649938)"
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.jsonRequest#,0,steady state,277,Cov,319,419,4.200207320604175,"(0.9883750978245539, 1.0253705464366636)"
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.jsonRequest#,1,steady state,294,Cov,329,429,3.500219565412017,"(0.9772066633363093, 0.9986870108726131)"
zalando__logbook#org.zalando.logbook.HttpLogFormatterBenchmark.jsonRequest#,2,steady state,159,Cov,199,299,4.000221663362037,"(0.9950562137720707, 1.0562340183243888)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=1000&syncThreshold=10000,0,steady state,114,Cov,159,207,10.190323712000012,"(0.9997333561642078, 1.0310081283723376)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=1000&syncThreshold=10000,1,steady state,1,Cov,194,244,46.44352819199996,"(1.0003689388690917, 1.0285921519513457)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=NONE&maxBatchSize=2&messageSize=1000&messageVersion=1,0,steady state,1372,Cov,69,169,-130.3001213552486,"(1.0561617028349195, 2.014993098742706)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=NONE&maxBatchSize=2&messageSize=1000&messageVersion=1,1,steady state,606,Cov,59,159,-54.70004973273097,"(1.0598947275731487, 1.244922104638879)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=NONE&maxBatchSize=2&messageSize=1000&messageVersion=1,2,steady state,78,Cov,69,169,-0.9000010742834297,"(1.002954776334925, 1.1332745217217197)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=NONE&maxBatchSize=2&messageSize=1000&messageVersion=1,3,steady state,54,Cov,59,159,0.5000005572588151,"(0.9714672757706956, 1.1488574727276961)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=NONE&maxBatchSize=2&messageSize=1000&messageVersion=1,4,steady state,65,Cov,169,269,10.400009602522662,"(0.9261580736953869, 1.0433692114206223)"
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=sparsed1&numberOfSignificantValueDigits=2,0,steady state,0,Cov,139,239,13.90063725446801,"(0.5422284162692951, 1.0018772254872554)"
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=sparsed1&numberOfSignificantValueDigits=2,1,steady state,0,Cov,199,299,19.900917815035307,"(0.6023474575584856, 0.9858546718066568)"
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=sparsed1&numberOfSignificantValueDigits=3,0,steady state,1568,Cov,49,149,-151.95989930510032,"(0.935359459448064, 4.34336299732796)"
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=sparsed1&numberOfSignificantValueDigits=3,1,no steady state,-1,Cov,49,149,5.004265589928522,"(1.129542193898523, 2.634269916378563)"
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer#latencySeriesName=sparsed1&numberOfSignificantValueDigits=3,2,steady state,2250,Cov,49,149,-220.16968707914612,"(1.5761393521398146, 14.287518730302168)"
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,0,steady state,0,Cov,179,279,17.903627454980693,"(0.8779601441200245, 0.9960910333527507)"
HdrHistogram__HdrHistogram#bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer#latencySeriesName=case3&numberOfSignificantValueDigits=2,1,steady state,0,Cov,199,299,19.903871052360362,"(0.9740639714953434, 0.9980722810928351)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,0,steady state,25,Cov,10,20,-131.248160768,"(1.1109384579628814, 1.4980980487384152)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,1,no steady state,-1,Cov,4,14,47.244640256,"(0.9739887382384756, 0.9884597020787107)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,0,steady state,45,Cov,109,209,6.424102542628568,"(1.022898201013479, 1.0359599248725544)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,1,steady state,17,Cov,109,209,9.230195757242424,"(1.0254227722456533, 1.042793583183659)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,2,steady state,20,Cov,109,209,8.952897648101136,"(0.987942950019625, 1.032061393537037)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.PdfBoxProcessorPerformance.process#,0,steady state,10,Cov,46,144,3.8825648518095233,"(1.0183365266263191, 1.122657075372524)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.PdfBoxProcessorPerformance.process#,1,steady state,2,Cov,47,146,4.813127680000001,"(0.9938071298273504, 1.0861871622330042)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.PdfBoxProcessorPerformance.process#,2,steady state,34,Cov,236,336,21.905672543085696,"(0.9547356822849212, 1.0049839660145656)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.PdfBoxProcessorPerformance.process#,3,steady state,1,Cov,86,184,9.085171263390475,"(0.9661650229026361, 1.3692422177896753)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.PdfBoxProcessorPerformance.process#,4,steady state,6,Cov,207,304,21.70922541836191,"(0.9835331117831903, 1.1786887158480928)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,0,steady state,0,Cov,8,28,6.479151103999999,"(1.0295583942446238, 1.0958597934449044)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,1,steady state,35,Cov,6,26,-24.385683455999995,"(1.0323693280448516, 1.109334651532655)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,0,steady state,519,Cov,159,259,-36.2199945898667,"(1.0683958089345011, 1.0702908266338707)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,1,steady state,517,Cov,89,189,-43.14639339519999,"(1.070780696278259, 1.0728204686677671)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,2,steady state,529,Cov,169,269,-36.423365985103494,"(1.1026987838856648, 1.1037134580476526)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,0,steady state,2298,Cov,139,239,-215.90006499559072,"(0.9231756574261426, 0.943517038074097)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,1,steady state,512,Cov,159,259,-35.30001132489873,"(1.0443164214147571, 1.0604770529942706)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,2,steady state,705,Cov,159,259,-54.60001709787492,"(1.0573382498728694, 1.0669583326952397)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,3,no steady state,-1,Cov,179,279,18.00000539545716,"(0.9416503633764775, 0.9628589396995936)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,4,steady state,528,Cov,169,269,-35.90001164635398,"(1.0450300319224048, 1.1100425361430126)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput2Params#,0,steady state,2375,Cov,99,199,-227.60137026454564,"(0.6963235865993711, 0.7250085276935311)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput2Params#,1,no steady state,-1,Cov,109,209,11.000086070296122,"(1.0196939493238124, 1.0796337210428528)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput2Params#,2,steady state,0,Cov,239,339,23.900144227073035,"(0.9641700928813641, 0.991537043487003)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput2Params#,3,no steady state,-1,Cov,179,279,18.000086680575944,"(0.7871266800768518, 0.805170419713792)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput2Params#,4,steady state,451,Cov,209,309,-24.200115142050272,"(0.8510208465798565, 0.8993991982312668)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline#,0,no steady state,-1,Cov,59,159,6.000000443656737,"(0.8610758813982797, 1.4700255546463203)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline#,1,steady state,163,Cov,189,289,2.6000000880636946,"(0.9626347226149664, 1.0489501734119757)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterChildIncBenchmark#,0,steady state,1,Cov,209,309,20.800005055134235,"(0.9936246308751071, 1.0021102290364265)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterChildIncBenchmark#,1,steady state,1,Cov,139,239,13.800003475737158,"(1.00146280792663, 1.012906748668005)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_outE_inV_outE_inV_outE_inV#,0,steady state,345,Cov,22,79,-63.492325376000004,"(1.0878481470801402, 1.2591739007708909)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_outE_inV_outE_inV_outE_inV#,1,steady state,158,Cov,20,80,-26.088570879999995,"(1.125649746122832, 1.2919849716769778)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params#configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml,0,steady state,2,Cov,309,409,30.700219749101596,"(1.019009231475066, 1.062259814767491)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params#configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml,1,steady state,37,Cov,349,449,31.200232230728034,"(0.9197727351740684, 0.9694697478231008)"
apache__logging-log4j2#org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params#configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml,2,steady state,1433,Cov,299,399,-113.40079081929048,"(1.0293496663382335, 1.8005186327118858)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.fullCustomJsonLayout#,0,steady state,32,Cov,390,489,39.87852492800002,"(0.9648406816620082, 0.9902575915061133)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.fullCustomJsonLayout#,1,no steady state,-1,Cov,292,390,34.61808127999998,"(0.9794965948685328, 1.0246099837695004)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.fullCustomJsonLayout#,2,steady state,167,Cov,305,377,15.63996979200001,"(0.996990826964737, 1.051942899837041)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.fullCustomJsonLayout#,3,steady state,21,Cov,332,396,44.077285375999935,"(0.9931536460478494, 1.059456339459181)"
apache__logging-log4j2#org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.fullCustomJsonLayout#,4,steady state,49,Cov,362,455,34.756558848,"(0.9772640407550032, 1.012155255867107)"
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=stddev_samp&dataType=double&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=HASH,0,steady state,1,Cov,229,329,22.800010189063453,"(1.0015308746548388, 1.0144011747967918)"
apache__hive#org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount#aggregation=stddev_samp&dataType=double&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=HASH,1,steady state,0,Cov,259,359,25.90001230438006,"(1.0026923989775702, 1.0146300977644218)"
apache__tinkerpop#org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructShort#,0,steady state,564,Cov,99,199,-46.500380648230504,"(1.069691492963849, 1.4361823284923556)"
